"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","251","nilearn","nilearn","lesteve","2014-10-02 12:10:30","Getting #240 going again. I did:

```
git checkout -b GaelVaroquaux-better_pca master
git pull https://github.com/GaelVaroquaux/nilearn.git better_pca
```

Then I fixed the merge conflicts, fixed the confounds=None default argument in MultiPCA.fit + a typo in the session_pca call.
","start issue","Better pca (bis)"
"issue_closed","251","nilearn","nilearn","GaelVaroquaux","2014-10-09 08:43:44","","closed issue","Better pca (bis)"
"pull_request_title","251","nilearn","nilearn","lesteve","2014-10-02 12:10:30","Getting #240 going again. I did:

```
git checkout -b GaelVaroquaux-better_pca master
git pull https://github.com/GaelVaroquaux/nilearn.git better_pca
```

Then I fixed the merge conflicts, fixed the confounds=None default argument in MultiPCA.fit + a typo in the session_pca call.
","53b8c1eb99be9855f96c8fe954169fedd2f16ca0","Better pca (bis)"
"pull_request_merged","251","nilearn","nilearn","GaelVaroquaux","2014-10-09 08:43:44","Better pca (bis)","a17c9dbd58a4cb8fdb3a38890878e6d368fd665b","Pull request merge from lesteve/nilearn:GaelVaroquaux-better_pca to nilearn/nilearn:master"
"pull_request_commit","251","nilearn","nilearn","GaelVaroquaux","2014-05-16 14:32:48","WIP","fe9133e946a6118178e5b781dffc7c269b66b9b6",""
"pull_request_commit","251","nilearn","nilearn","GaelVaroquaux","2014-05-16 15:05:53","ENH: use also NiftiMasker","e92818f2ac2438e35436694ec094d586f9fa192e",""
"pull_request_commit","251","nilearn","nilearn","GaelVaroquaux","2014-05-19 12:55:44","Minor improvements to MultiPCA","bca724dbf69d18820696b2120530196c70952284",""
"pull_request_commit","251","nilearn","nilearn","GaelVaroquaux","2014-05-21 09:07:12","Make confounds work with MultiPCA","8448c7a3e3851395d91eff10c493c1a36d581119",""
"pull_request_commit","251","nilearn","nilearn","GaelVaroquaux","2014-05-21 09:08:46","Merge branch 'better_pca' of github.com:GaelVaroquaux/nilearn into better_pca","2220ef1d50464e9f144af8c37b65695819f4ba47",""
"pull_request_commit","251","nilearn","nilearn","lesteve","2014-10-02 11:13:44","Pull GaelVaroquaux/better_pca into master and fix merge conflicts","0b69f539b86e7e98de18be3e95991e5b4a1e5f49",""
"pull_request_commit","251","nilearn","nilearn","lesteve","2014-10-02 11:57:46","Fix default 'confounds' argument in MultiPCA.fit. Also fix typo in
the session_pca call.","da7cf1a4ec9e50524714fcb38dad84cfca7a86a1",""
"pull_request_commit","251","nilearn","nilearn","lesteve","2014-10-06 12:29:46","Added smoke test for MultiPCA.fit with a 'confounds' argument","53b8c1eb99be9855f96c8fe954169fedd2f16ca0",""
