"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 10:31:33","Use ADHD instead. The rational is to have less different data sources, in
order to have less stress on the download when building the docs.
","start issue","[MRG] DOC: don't download NYU in examples"
"issue_closed","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 17:09:23","","closed issue","[MRG] DOC: don't download NYU in examples"
"pull_request_title","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 10:31:33","Use ADHD instead. The rational is to have less different data sources, in
order to have less stress on the download when building the docs.
","e967785820a55f9317f0845183afcd7d154e1db3","[MRG] DOC: don't download NYU in examples"
"pull_request_merged","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 17:09:23","[MRG] DOC: don't download NYU in examples","fc53fee3eb13817a0a829477cea5df4ed06202c8","Pull request merge from GaelVaroquaux/nilearn:less_data_sources to nilearn/nilearn:master"
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 10:30:09","DOC: don't download NYU in examples

Use ADHD instead. The rational is to have less different data sources, in
order to have less stress on the download when building the docs.","b70f032919e7e9b5757dfc9ce4479297f85415eb",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 10:38:13","BUG: fix example","395c0f7c5d0d38c7a64a883a3cfb72d39ddd1150",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 14:42:49","DOC: make sym-links in examples directories

Fixes #1124

Have ""make html"" create symbolic links to examples/nilearn_cache from all
the example subfolders nilearn_cache directory (on unix systems only, of
course). The goal being to federate the cache across all examples, in
order to minimize computation.","2880a307718d163ffe127a83c9a5499d36dd2522",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 15:15:21","DOC: fix comments in examples","4b26f01f8586b9c7cead7a80604bf350c99e77d0",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 16:49:25","DOC: touch nojekyll","e931ff8e6f2f391912dc19d06c9b1b53e06e9106",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 17:03:53","DOC: rewrite the parcellating section

The goal of this rewrite is to move all the code sample to the
notebook-like example, and keep only a high-level discussion in the
narrative documentation.

Indeed, modifications of the code in the examples (as in the previous
commit) cause code-rot in the narrative documentation that is very
hard to control.","baf73be7b59638fb6f18641eec4cc0b20f99e0cc",""
"pull_request_commit","1123","nilearn","nilearn","GaelVaroquaux","2016-06-12 17:07:09","DOC: link from example to narrative docs","e967785820a55f9317f0845183afcd7d154e1db3",""
