"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","19","idan","oauthlib","idan","2012-04-12 13:22:13","If I am using the oauth1 Client class to sign requests, I'd like to be able to see debugging information when signing requests: what are the parameters it sees, how do they look normalized, what is the base signing string produced, etc.

Perhaps using the logging framework?
","start issue","Add some form of debug logging"
"issue_closed","19","idan","oauthlib","ib-lundgren","2013-05-29 15:07:29","","closed issue","Add some form of debug logging"
