,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
172,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 07:51:57,fix handling of None values from StreamReader.readobj;,369eb1c7adbcf7236d2bb7f811c79e8c613db0af,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-09-26
184,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 07:00:59,"Merge pull request #273 from pfreixes/custom_stream_reader

Use a custom StreamrReader #271",3ad42bc37f9032113c63aae7bb62cb1075c25c40,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#271', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'271', u'']}, {u'raw': u'#273', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'273', u'']}]",[],[],2017-09-26
212,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 06:58:14,update ping command to accept message argument,434c49a93a27abcebbd243f228cee31be7e4b11d,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-09-26
277,commit_messages,,aio-libs,aioredis,pyup-bot,2017-09-26 07:05:22,Update pytest-xdist from 1.18.1 to 1.20.0,566591d2567df203cc60b7f4b5e63acafde2ede0,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-09-26
280,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 08:23:14,"Merge pull request #295 from aio-libs/pyup

Update dependencies",580cf58a547a0b65f40e2cd2baf2f6ab657e517d,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#295', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'295', u'']}]",[],[],2017-09-26
345,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 06:51:33,"Merge pull request #264 from closeio/pubsub-ping

Support PING in pubsub mode",6d62869fd4a418114b79939a2cde7496501c10fc,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#264', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'264', u'']}]",[],[],2017-09-26
359,commit_messages,,aio-libs,aioredis,popravich,2017-09-26 07:52:15,update tested redis versions,7119bc10b4b9fff2555fc55b797f9133cc2e72ae,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-09-26
522,commit_messages,,aio-libs,aioredis,pyup-bot,2017-09-26 01:40:43,Update sphinx from 1.6.3 to 1.6.4,afc7993bb90156d8487fc93150fbcbe95e6675f4,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-09-26
1319,pull_request_commit,293.0,aio-libs,aioredis,pyup-bot,2017-09-26 01:40:43,Update sphinx from 1.6.3 to 1.6.4,13e71a5f3aa32fad8dd8763f869a09b810bbecbd,,api.github.com,,False,[],[],[],[],2017-09-26
1320,pull_request_commit,294.0,aio-libs,aioredis,pyup-bot,2017-09-26 07:05:22,Update pytest-xdist from 1.18.1 to 1.20.0,71ca5a7d99e4ce2bd3ffa2f832ff4bac4034dc74,,api.github.com,,False,[],[],[],[],2017-09-26
1329,pull_request_commit,295.0,aio-libs,aioredis,pyup-bot,2017-09-26 01:40:43,Update sphinx from 1.6.3 to 1.6.4,afc7993bb90156d8487fc93150fbcbe95e6675f4,,api.github.com,,False,[],[],[],[],2017-09-26
1330,pull_request_commit,295.0,aio-libs,aioredis,pyup-bot,2017-09-26 07:05:22,Update pytest-xdist from 1.18.1 to 1.20.0,566591d2567df203cc60b7f4b5e63acafde2ede0,,api.github.com,,False,[],[],[],[],2017-09-26
