,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
1,commit_messages,,nilearn,nilearn,dohmatob,2014-06-30 07:22:55,BF: making sure tv_solver only manipulates vectors of size n_features = X.shape[1] + (-1) ** k,0019a336d67b10db54897661fe467e332a552440,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tv.py""]']",False,[],[],[],[],2014-06-30
70,commit_messages,,nilearn,nilearn,dohmatob,2014-06-27 05:00:42,omitted example script (haxby S-LASSO),02be0331ff7955edcadd9f0d98e175fb0dfc293a,,"api.github.com,git_clone","[u'[""plot_haxby_smoothlasso.py""]']",False,[],[],[],[],2014-06-27
118,commit_messages,,nilearn,nilearn,dohmatob,2014-06-30 15:55:12,ENH: using stats.spearmanr for correlations (in EarlyStoppingCallback),048aaf4c61a100633af2fcea309f06271d1ed5ef,,"api.github.com,git_clone","[u'[""nilearn/_utils/fixes/__init__.py"", ""nilearn/sparse_models/tests/test_cv.py"", ""nilearn/sparse_models/_cv_tricks.py""]']",False,[],[],[],[],2014-06-30
164,commit_messages,,nilearn,nilearn,dohmatob,2014-06-30 17:47:26,get_params attr not present in old sklearns,064dac424680a89d7ac99fdbf50b317f12f1a62e,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tests/test_sklearn_compatibility.py""]']",False,[],[],[],[],2014-06-30
174,commit_messages,,nilearn,nilearn,dohmatob,2014-06-27 10:37:21,new tests for sparse_models,071f393f1a73ba592ffce69965be62559141ac59,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tests/test_sklearn_compatibility.py"", ""nilearn/sparse_models/tests/test_same_api.py""]']",False,[],[],[],[],2014-06-27
351,commit_messages,,nilearn,nilearn,dohmatob,2014-07-01 10:11:57,cleanup + tiny fixes,0e68d70b52626fdfd4883c9f147dc3987ec5d017,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tests/test_estimators.py"", ""nilearn/sparse_models/cv.py"", ""plot_oasis_smoothlasso_vbm.py"", ""nilearn/sparse_models/tests/test_cv.py"", ""nilearn/sparse_models/_cv_tricks.py""]']",False,[],[],[],[],2014-07-01
394,commit_messages,,nilearn,nilearn,dohmatob,2014-07-01 10:21:01,more tests for backports,108449eab988dad9c2b9d3e37da61e6c2525e3cf,,"api.github.com,git_clone","[u'[""plot_oasis_smoothlasso_vbm.py"", ""nilearn/sparse_models/tests/test_cv.py""]']",False,[],[],[],[],2014-07-01
458,commit_messages,,nilearn,nilearn,dohmatob,2014-06-27 09:16:30,make rule for UML,1343ab817b664a58e000b854e04dec329c4bc7a1,,"api.github.com,git_clone","[u'[""Makefile""]']",False,[],[],[],[],2014-06-27
562,commit_messages,,nilearn,nilearn,dohmatob,2014-06-27 09:08:47,all tests green for sparse_models,1744fd147d0ecdf1a793542ae6bf25fed2b2070b,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tests/test_smooth_lasso.py""]']",False,[],[],[],[],2014-06-27
659,commit_messages,,nilearn,nilearn,dohmatob,2014-06-29 09:26:34,still adressing cmts (issue #219),1b894440cf816ca0d4468a788b8f1467e6b1c334,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tv.py""]']",False,[],"[{u'raw': u'#219', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'219', u'']}]",[],[],2014-06-29
712,commit_messages,,nilearn,nilearn,dohmatob,2014-06-30 18:31:09,more tests for LabelBinarizer backports,1d7502ee5fefac6662d7d36801618ae806a94586,,"api.github.com,git_clone","[u'[""nilearn/sparse_models/tests/test_sklearn_basic_backports.py""]']",False,[],[],[],[],2014-06-30
