,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
90,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 11:00:45,"Merge pull request #228 from aio-libs/pyup-update-coverage-4.4-to-4.4.1

Update coverage to 4.4.1",1ca9e265909106b3490bdc9b1c74c58cde3bfeb6,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#228', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'228', u'']}]",[],[],2017-05-15
131,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 09:28:56,"Merge pull request #229 from aio-libs/commands_enhancement

Commands enhancement",2af637d42c1834629ff20da7697f883fd8b82679,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#229', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'229', u'']}]",[],[],2017-05-15
336,commit_messages,,aio-libs,aioredis,pyup-bot,2017-05-15 01:47:34,Update coverage from 4.4 to 4.4.1,6a4ed9f250cc8dacf2d0b713e7982a8dfd654a67,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-15
365,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 08:23:55,fix min redis version for command getkeys,73b9e9740b1b83f9f25db4b8ef899666bbade6b2,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-15
506,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 12:54:40,fix 'sentinel closed' test,aa25a571548e49faab01d912351978b9a466cac3,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-15
571,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 11:01:01,"Merge pull request #227 from aio-libs/pyup-update-sphinx-1.5.5-to-1.5.6

Update sphinx to 1.5.6",bee9e96b9b236c3ccc826e69344331721696ae2d,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#227', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'227', u'']}]",[],[],2017-05-15
649,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 11:00:32,"Merge pull request #217 from aio-libs/pyup-update-async-timeout-1.2.0-to-1.2.1

Update async-timeout to 1.2.1",dab7318a1df2eb23d77c02273d5c2635a4c3860a,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#217', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'217', u'']}]",[],[],2017-05-15
763,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 11:01:13,"Merge pull request #226 from aio-libs/pyup-update-pytest-cov-2.4.0-to-2.5.1

Update pytest-cov to 2.5.1",fe9b8cb06d42d3d9a5084cb1836b38eb5374bbe0,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#226', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'226', u'']}]",[],[],2017-05-15
767,commit_messages,,aio-libs,aioredis,popravich,2017-05-15 07:32:34,add COMMAND* commands,ffa2bbfa9159816d6c4b04a6631751b94f0a08d6,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-15
1241,pull_request_commit,228.0,aio-libs,aioredis,pyup-bot,2017-05-15 01:47:34,Update coverage from 4.4 to 4.4.1,6a4ed9f250cc8dacf2d0b713e7982a8dfd654a67,,api.github.com,,False,[],[],[],[],2017-05-15
1244,pull_request_commit,229.0,aio-libs,aioredis,popravich,2017-05-15 07:32:34,add COMMAND* commands,ffa2bbfa9159816d6c4b04a6631751b94f0a08d6,,api.github.com,,False,[],[],[],[],2017-05-15
1245,pull_request_commit,229.0,aio-libs,aioredis,popravich,2017-05-15 08:23:55,fix min redis version for command getkeys,73b9e9740b1b83f9f25db4b8ef899666bbade6b2,,api.github.com,,False,[],[],[],[],2017-05-15
