,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
769,commit_messages,,nilearn,nilearn,Joaoloula,2016-11-01 20:59:51,created clean branch for issue 1313,200f2a6f3bc7f010e8334a81255915f89e52b7c8,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],[],[],[],2016-11-01
789,commit_messages,,nilearn,nilearn,GaelVaroquaux,2016-11-03 13:25:37,"Merge pull request #1315 from KamalakerDadi/fix_filled_contours_consistency

[MRG] Fix: add_contours (filled=True) which will not require to specify color or alpha",211a5a95c0deb22c873fb0499c705167cd1c1e0b,,"api.github.com,git_clone","[u'[""nilearn/plotting/tests/test_displays.py"", ""examples/01_plotting/plot_demo_glass_brain_extensive.py"", ""nilearn/plotting/displays.py""]']",False,[],"[{u'raw': u'#1315', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1315', u'']}]",[],[],2016-11-03
1236,commit_messages,,nilearn,nilearn,Joaoloula,2016-10-31 13:44:31,reverted fetch_abide_pcp to old link (works again),32f41f8a0eb34ce2e1a66a6cb98c95c579891e15,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],[],[],[],2016-10-31
2916,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-11-01 10:17:28,"Revert ""[MRG] Fixes #1313 and #1314""",791ec97c8ac5210d9805b4572dc3a3afbe2f7e9b,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],"[{u'raw': u'#1313', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1313', u'']}, {u'raw': u'#1314', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1314', u'']}]",[],[],2016-11-01
4008,commit_messages,,nilearn,nilearn,GaelVaroquaux,2016-11-04 19:26:11,"ENH: ensure_finite in maps, for NiftiMapsMasker",a7725d4aa7adbaf7d2e4ea57902e38870b775fac,,"api.github.com,git_clone","[u'[""nilearn/input_data/base_masker.py"", ""nilearn/image/image.py"", ""nilearn/input_data/nifti_maps_masker.py"", ""nilearn/_utils/niimg.py""]']",False,[],[],[],[],2016-11-04
4018,commit_messages,,nilearn,nilearn,GaelVaroquaux,2016-11-04 20:34:28,Update docstring,a7ecedd92cc2fd7ab84b65592955cb930f4d23aa,,"api.github.com,git_clone","[u'[""nilearn/input_data/nifti_labels_masker.py""]']",False,[],[],[],[],2016-11-04
4443,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-10-31 15:58:26,Doc: Added about putting Inf or NaN to zeros in Maps & Labels Masker,b83ca64af5bca17e8d4548c302638eb44e67b3bf,,"api.github.com,git_clone","[u'[""nilearn/input_data/nifti_labels_masker.py"", ""nilearn/input_data/nifti_maps_masker.py""]']",False,[],[],[],[],2016-10-31
5239,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-11-03 10:42:07,Addressed:Made each demonstration in a separate cell,d8f824f114b0f628b39109d475aef9f3167163e5,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_glass_brain_extensive.py""]']",False,[],[],[],[],2016-11-03
5358,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-10-31 16:04:14,"Merge pull request #1316 from Joaoloula/issue_1313_1314

[MRG] Fixes #1313 and #1314",dd9353274cf4814c5625b32eb8f90ee6853f3689,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],"[{u'raw': u'#1313', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1313', u'']}, {u'raw': u'#1314', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1314', u'']}, {u'raw': u'#1316', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1316', u'']}]",[],[],2016-10-31
5638,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-11-01 10:18:00,"Merge pull request #1321 from nilearn/revert-1316-issue_1313_1314

Revert ""[MRG] Fixes #1313 and #1314""",ea453320d055ce5f5666ecb56847f5bafe0e2970,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],"[{u'raw': u'#1313', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1313', u'']}, {u'raw': u'#1314', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1314', u'']}, {u'raw': u'#1321', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1321', u'']}]",[],[],2016-11-01
6000,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-11-02 08:38:20,"Merge pull request #1322 from Joaoloula/issue_1313

[MRG] Fixes #1313",f9451dbc9498d16baaabdadfdac7fa91be92b31c,,"api.github.com,git_clone","[u'[""nilearn/datasets/func.py""]']",False,[],"[{u'raw': u'#1313', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1313', u'']}, {u'raw': u'#1322', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1322', u'']}]",[],[],2016-11-02
10902,pull_request_commit,1271.0,nilearn,nilearn,KamalakerDadi,2016-10-31 15:58:26,Doc: Added about putting Inf or NaN to zeros in Maps & Labels Masker,b83ca64af5bca17e8d4548c302638eb44e67b3bf,,api.github.com,,False,[],[],[],[],2016-10-31
10903,pull_request_commit,1271.0,nilearn,nilearn,GaelVaroquaux,2016-11-04 19:26:11,"ENH: ensure_finite in maps, for NiftiMapsMasker",a7725d4aa7adbaf7d2e4ea57902e38870b775fac,,api.github.com,,False,[],[],[],[],2016-11-04
10904,pull_request_commit,1271.0,nilearn,nilearn,GaelVaroquaux,2016-11-04 20:34:28,Update docstring,a7ecedd92cc2fd7ab84b65592955cb930f4d23aa,,api.github.com,,False,[],[],[],[],2016-11-04
10977,pull_request_commit,1315.0,nilearn,nilearn,KamalakerDadi,2016-11-03 10:42:07,Addressed:Made each demonstration in a separate cell,d8f824f114b0f628b39109d475aef9f3167163e5,,api.github.com,,False,[],[],[],[],2016-11-03
10982,pull_request_commit,1316.0,nilearn,nilearn,Joaoloula,2016-10-31 13:44:31,reverted fetch_abide_pcp to old link (works again),32f41f8a0eb34ce2e1a66a6cb98c95c579891e15,,api.github.com,,False,[],[],[],[],2016-10-31
