,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
82,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 15:07:53,add pub/sub failing test (see #113),1ab1dfc0afb1c7a6ef805554b920db695f738dbd,,"api.github.com,git_clone","[u'[""tests/pubsub_commands_test.py""]']",False,[],"[{u'raw': u'#113', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'113', u'']}]",[],[],2016-03-10
144,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 21:34:31,"Merge pull request #115 from aio-libs/pubsub_concurrency

Pubsub concurrency fix",2f20abae517636ba2a0583adb15b5dccbb51f82f,,"api.github.com,git_clone","[u'[""aioredis/connection.py"", ""tests/pubsub_commands_test.py""]']",False,[],"[{u'raw': u'#115', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'115', u'']}]",[],[],2016-03-10
145,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 10:34:37,multi-exec cleaned up a bit and cancellation bug fixed (fix #110),2f57b4b1f61174bb61896fd7b21ab947f5d960fd,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/commands/transaction.py"", ""aioredis/connection.py""]']",False,[],"[{u'raw': u'#110', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'110', u'']}]",[],[],2016-03-10
250,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 21:23:31,fix subscribe concurrency issue (closes #113),4e65c088e8d476f21c3c1066109afdb15b1db62f,,"api.github.com,git_clone","[u'[""aioredis/connection.py""]']",False,[],"[{u'raw': u'#113', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'113', u'']}]",[],[],2016-03-10
447,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 11:16:38,transactions test updated,930f9fae17055a09db0339a04fad10987b91de69,,"api.github.com,git_clone","[u'[""aioredis/commands/transaction.py"", ""tests/transaction_commands_test.py""]']",False,[],[],[],[],2016-03-10
593,commit_messages,,aio-libs,aioredis,popravich,2016-03-10 12:40:40,"Merge pull request #114 from aio-libs/multi_exec_fix

multi-exec cleaned up a bit and cancellation bug fixed (fix #110)",c4c987412ec9d9370a722c4d92d10273904bb862,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/commands/transaction.py"", ""aioredis/connection.py"", ""tests/transaction_commands_test.py""]']",False,[],"[{u'raw': u'#110', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'110', u'']}, {u'raw': u'#114', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'114', u'']}]",[],[],2016-03-10
967,pull_request_commit,114.0,aio-libs,aioredis,popravich,2016-03-10 10:34:37,multi-exec cleaned up a bit and cancellation bug fixed (fix #110),2f57b4b1f61174bb61896fd7b21ab947f5d960fd,,api.github.com,,False,[],"[{u'raw': u'#110', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'110', u'']}]",[],[],2016-03-10
968,pull_request_commit,114.0,aio-libs,aioredis,popravich,2016-03-10 11:16:38,transactions test updated,930f9fae17055a09db0339a04fad10987b91de69,,api.github.com,,False,[],[],[],[],2016-03-10
969,pull_request_commit,115.0,aio-libs,aioredis,popravich,2016-03-10 15:07:53,add pub/sub failing test (see #113),1ab1dfc0afb1c7a6ef805554b920db695f738dbd,,api.github.com,,False,[],"[{u'raw': u'#113', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'113', u'']}]",[],[],2016-03-10
970,pull_request_commit,115.0,aio-libs,aioredis,popravich,2016-03-10 21:23:31,fix subscribe concurrency issue (closes #113),4e65c088e8d476f21c3c1066109afdb15b1db62f,,api.github.com,,False,[],"[{u'raw': u'#113', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'113', u'']}]",[],[],2016-03-10
982,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-03-10 15:07:36,Added a script to setup an MMM SSS cluster.,c70678b2374853e7681077e75de0831e03e5b170,,api.github.com,,False,[],[],[],[],2016-03-10
983,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-03-10 15:08:47,Started to make the old tests work against a cluster. Created runclustertests.py. Fixed a bug in key_slot.,865f5493906f599c2f88b3807ea78eca703ce69f,,api.github.com,,False,[],[],[],[],2016-03-10
984,pull_request_commit,119.0,aio-libs,aioredis,trezorg,2016-03-10 20:46:53,Fixed key_slot method. Force bytes,ab03ae6b8916a98cbc0306df92dbf046e5a02a2c,,api.github.com,,False,[],[],[],[],2016-03-10
