,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
1299,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-29 17:30:34,BUG: Make crop_img work on 4D img,363421d86d4b9e3a681ede96248ea349d5f2b161,,"api.github.com,git_clone","[u'[""nilearn/image/image.py""]']",False,[],[],[],[],2014-05-29
2072,commit_messages,,nilearn,nilearn,bthirion,2014-05-28 17:54:47,relaxed the numerical constraint in test_signal,5734ed6c1ff01bf729688f0abdcd25d45260d95a,,"api.github.com,git_clone","[u'[""nilearn/tests/test_signal.py""]']",False,[],[],[],[],2014-05-28
4492,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-29 13:35:35,"Merge pull request #197 from bthirion/fix_failures

Fix failures",baa99ab5ae3b7b8d5e72421834e151d0e1519cb2,,"api.github.com,git_clone","[u'[""nilearn/decomposition/tests/test_canica.py"", ""nilearn/tests/test_signal.py""]']",False,[],"[{u'raw': u'#197', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'197', u'']}]",[],[],2014-05-29
5355,commit_messages,,nilearn,nilearn,bthirion,2014-05-28 17:54:56,more robust test for canica,dd7c34ea3480f2ffd8843171676aaa22b1777bd8,,"api.github.com,git_clone","[u'[""nilearn/decomposition/tests/test_canica.py""]']",False,[],[],[],[],2014-05-28
7130,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 09:34:32,RPBI: Address bthirion's comments.,23cbd5b8b35d3377483022bb1a328234551fef8f,,api.github.com,,False,[],[],[],[],2014-05-27
7131,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 09:48:22,RPBI: address GaelVaroquaux's comments.,9c99573451ddf80a1e49988e75f8266c33b553d1,,api.github.com,,False,[],[],[],[],2014-05-27
7132,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 13:33:57,RPBI: more tests for normalize function + catch degenerated design.,ff4cd75c753a4a6c1b234f89bff31b862d1d15d5,,api.github.com,,False,[],[],[],[],2014-05-27
7133,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 13:46:08,RPBI: more refactoring + variable names.,0a12710c47e3ae53e7d3b04b52e623500098e22a,,api.github.com,,False,[],[],[],[],2014-05-27
7134,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 14:55:15,RPBI: DOC (refactoring + description of RPBI).,1bd0e922bc5313a2de5b785e720e7242f6b06aa8,,api.github.com,,False,[],[],[],[],2014-05-27
7135,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-27 15:46:56,RPBI: cosmit.,ec08d7931cdc25fe9093b91e818e4432a9c9d327,,api.github.com,,False,[],[],[],[],2014-05-27
7136,pull_request_commit,196.0,nilearn,nilearn,VirgileFritsch,2014-05-28 12:25:11,RPBI: cosmit.,739bb1f445d18e46b2f3fdb6b2d656e18cb5fb91,,api.github.com,,False,[],[],[],[],2014-05-28
7152,pull_request_commit,197.0,nilearn,nilearn,bthirion,2014-05-28 17:54:47,relaxed the numerical constraint in test_signal,5734ed6c1ff01bf729688f0abdcd25d45260d95a,,api.github.com,,False,[],[],[],[],2014-05-28
7153,pull_request_commit,197.0,nilearn,nilearn,bthirion,2014-05-28 17:54:56,more robust test for canica,dd7c34ea3480f2ffd8843171676aaa22b1777bd8,,api.github.com,,False,[],[],[],[],2014-05-28
