,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
78,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-02 19:14:13,remove decorators from neurovault fetcher,0333745c2a9320a7aef8d0103b055ec8fa13338c,,"api.github.com,git_clone","[u'[""nilearn/datasets/neurovault.py""]']",False,[],[],[],[],2017-02-02
153,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-02 09:34:35,removing unnecessary nibabel import,0603ba15882a30aadc4dfad9e0bb7ce811a81502,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_surf_stat_map.py""]']",False,[],[],[],[],2017-02-02
331,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-03 10:32:25,fix verbosity in neurovault fetcher,0d71a67c7f69877c09d333dc0ebcc9e938c49d12,,"api.github.com,git_clone","[u'[""nilearn/datasets/neurovault.py""]']",False,[],[],[],[],2017-02-03
339,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-02 15:13:44,use _get_dataset_dir only for finding directories,0db92c61c86a77aa9720d57a310c514641386c0f,,"api.github.com,git_clone","[u'[""nilearn/datasets/neurovault.py"", ""nilearn/datasets/tests/test_neurovault.py""]']",False,[],[],[],[],2017-02-02
1336,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-03 00:10:12,testing fetch_surf_fsaverage5,37e655f1c8901d0f9335ed991f25582f091068b1,,"api.github.com,git_clone","[u'[""nilearn/datasets/tests/test_struct.py""]']",False,[],[],[],[],2017-02-03
1487,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-02 10:28:00,removing file name from error assertion tests,3ea16b73726cfe08df17c864238daba98359237f,,"api.github.com,git_clone","[u'[""nilearn/plotting/tests/test_surf_plotting.py""]']",False,[],[],[],[],2017-02-02
1569,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-02 19:02:53,remove logging in neurovault fetcher,420ef271bb109bf5318ba907c7aebcfd3ef7e51c,,"api.github.com,git_clone","[u'[""nilearn/datasets/neurovault.py"", ""nilearn/datasets/tests/test_neurovault.py""]']",False,[],[],[],[],2017-02-02
2102,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-02 12:03:20,adding tests for plotting functions,5833ee677cdc4942b1e91fc61295eb1082bb52df,,"api.github.com,git_clone","[u'[""nilearn/plotting/tests/test_surf_plotting.py"", ""nilearn/plotting/surf_plotting.py""]']",False,[],[],[],[],2017-02-02
2277,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-02 19:19:09,remove redundant printed messages,5e8a00431b7bc2d2778ae46b25df1ef802a84682,,"api.github.com,git_clone","[u'[""nilearn/datasets/neurovault.py""]']",False,[],[],[],[],2017-02-02
3020,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-03 08:47:01,fixing destrieux surf fetcher test,7dcdf60b3e2de2def4189a9158c45b81c910f6e6,,"api.github.com,git_clone","[u'[""nilearn/datasets/tests/test_atlas.py""]']",False,[],[],[],[],2017-02-03
3369,commit_messages,,nilearn,nilearn,jeromedockes,2017-02-02 11:28:01,Merge branch 'master' into neurovault_fetcher,8cc6c16ec3b1b8b7a405ee6f0d72fb944d79c0f3,,"api.github.com,git_clone","[u'[""nilearn/tests/test_cache_mixin.py"", ""nilearn/input_data/masker_validation.py"", ""nilearn/_utils/cache_mixin.py"", ""nilearn/datasets/atlas.py""]']",False,[],[],[],[],2017-02-02
3596,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-02 16:38:33,testing fetch_atlas_surf_destrieux,972b4532c0becb8d9cb7e47ef69f73120d5a706a,,"api.github.com,git_clone","[u'[""nilearn/datasets/tests/test_atlas.py""]']",False,[],[],[],[],2017-02-02
4608,commit_messages,,nilearn,nilearn,juhuntenburg,2017-02-02 09:55:45,including example data files in setup.py,bfcb3e1b437d732bfe68054e07872819da3c4377,,"api.github.com,git_clone","[u'[""setup.py""]']",False,[],[],[],[],2017-02-02
