,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
480,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-16 14:35:46,Style,13e4d7963533ed68d8ca99f9dd9198096ba62ea0,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2014-05-16
816,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-21 09:08:46,Merge branch 'better_pca' of github.com:GaelVaroquaux/nilearn into better_pca,2220ef1d50464e9f144af8c37b65695819f4ba47,,"api.github.com,git_clone","[u'[""nilearn/decomposition/multi_pca.py"", ""nilearn/signal.py"", ""nilearn/input_data/nifti_masker.py""]']",False,[],[],[],[],2014-05-21
1631,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 15:53:31,Localizer: Example using covariates.,44620eb8e4c8216851fb4e71c94eab38027e47e3,,"api.github.com,git_clone","[u'[""plot_localizer_mass_univariate.py""]']",False,[],[],[],[],2014-05-21
1836,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 14:03:12,Localizer: rebase on master.,4d0817facf201ad4c0b43609b0ba08cda514a676,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py""]']",False,[],[],[],[],2014-05-21
2485,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 14:00:52,Localizer: test without csv files.,676fa51e677fe0d25a0510ce577e0e5b9920b7f6,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py""]']",False,[],[],[],[],2014-05-21
2587,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-16 14:45:10,Remove code duplication,6bdea719b68ff93c22e3727134f63ca1cf1cb868,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2014-05-16
2977,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 13:40:20,"Merge pull request #189 from VirgileFritsch/clever_permutations

[ENH] Permuted OLS: Correct the permutation scheme in haxby example.",7bd95dd3c806e339af18ed835c1102faffe5ec9e,,"api.github.com,git_clone","[u'[""plot_haxby_mass_univariate.py""]']",False,[],"[{u'raw': u'#189', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'189', u'']}]",[],[],2014-05-21
3067,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-19 11:26:11,Permuted OLS: Address bthirion's comments.,800b25e0e564ac859f0debc86620b719ee807a1f,,"api.github.com,git_clone","[u'[""plot_haxby_mass_univariate.py""]']",False,[],[],[],[],2014-05-19
3171,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-21 09:07:12,Make confounds work with MultiPCA,8448c7a3e3851395d91eff10c493c1a36d581119,,"api.github.com,git_clone","[u'[""nilearn/decomposition/multi_pca.py""]']",False,[],[],[],[],2014-05-21
3804,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 15:55:21,Localizer: cosmit (example parameters),9f7440226a08a5175c0ea3736cdd0e40f567e2d0,,"api.github.com,git_clone","[u'[""plot_localizer_mass_univariate.py""]']",False,[],[],[],[],2014-05-21
3992,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-05-21 15:57:53,Localizer: cosmit,a6b920de8ed7105045998f7b7f81a4e636c6bb31,,"api.github.com,git_clone","[u'[""plot_localizer_mass_univariate.py""]']",False,[],[],[],[],2014-05-21
4544,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-19 12:55:44,Minor improvements to MultiPCA,bca724dbf69d18820696b2120530196c70952284,,"api.github.com,git_clone","[u'[""nilearn/decomposition/multi_pca.py"", ""nilearn/signal.py"", ""nilearn/input_data/nifti_masker.py""]']",False,[],[],[],[],2014-05-19
5219,commit_messages,,nilearn,nilearn,AlexandreAbraham,2014-05-20 18:36:16,"Fetch files mock can fill csv data

For dataset fetching test, it was required to include valid CSV files. The
fetching API now allows the user to give the content of the CSV file as
recarray.",d824bca892dbaca4448c6503d8e3b971ba1c1ffc,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py"", ""nilearn/_utils/testing.py"", ""nilearn/tests/data/adhd40_p1.tar.gz""]']",False,[],[],[],[],2014-05-20
5341,commit_messages,,nilearn,nilearn,AlexandreAbraham,2014-05-20 18:47:03,Get rid of oasis CSV file,dcfafcc9242ef92a56d16e8cda5f7db070f5417b,,"api.github.com,git_clone","[u'[""nilearn/tests/data/oasis_cross-sectional.csv"", ""nilearn/tests/test_datasets.py""]']",False,[],[],[],[],2014-05-20
5614,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-05-16 15:05:53,ENH: use also NiftiMasker,e92818f2ac2438e35436694ec094d586f9fa192e,,"api.github.com,git_clone","[u'[""nilearn/decomposition/multi_pca.py""]']",False,[],[],[],[],2014-05-16
