,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
0,commit_messages,,nilearn,nilearn,GaelVaroquaux,2013-09-19 15:38:01,"Merge pull request #107 from jaquesgrobler/master

Replace JS files in static with minimized versions",000fc9a959440fd70c38332b9236c8c7a5fb82b7,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/doctools.js"", ""doc/themes/nilearn/full_javascript_files/jquery-1.9.1.js"", ""doc/themes/nilearn/full_javascript_files/doctools.js"", ""doc/themes/nilearn/full_javascript_files/jquery.jcarousel.js""]']",False,[],"[{u'raw': u'#107', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'107', u'']}]",[],[],2013-09-19
46,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-09-10 14:02:27,small mobile tweaks,01b785e2e4f4f9749b8d5778d41e3eb0d97758ef,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/nature.css_t"", ""doc/themes/nilearn/layout.html""]']",False,[],[],[],[],2013-09-10
568,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-09-13 09:39:08,minimized versions of all static js files - uncompressed versions added for developers referece outside of static folder,179c13ae773223e2f72856d7a19f57a6ec854acd,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/doctools.js"", ""doc/themes/nilearn/full_javascript_files/jquery-1.9.1.js"", ""doc/themes/nilearn/full_javascript_files/doctools.js"", ""doc/themes/nilearn/full_javascript_files/jquery.jcarousel.js""]']",False,[],[],[],[],2013-09-13
778,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-09-10 12:56:46,button colour fix for IE 9,2064f355f132a360aee17302cbcc577d35850e43,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/nature.css_t""]']",False,[],[],[],[],2013-09-10
785,commit_messages,,nilearn,nilearn,AlexandreAbraham,2013-09-15 21:21:03,Replace kamitani by miyawaki2008,20c89bd5b1fcb55a6751b894001fa7426182f90a,,"api.github.com,git_clone","[u'[""plot_kamitani_reconstruction.py"", ""plot_miyawaki_reconstruction.py""]']",False,[],[],[],[],2013-09-15
815,commit_messages,,nilearn,nilearn,GaelVaroquaux,2013-09-10 21:42:51,Carrousel and layout on the front page,2212202132a8463e51f2309e80552d67cc8390b1,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/layout.html"", ""doc/themes/nilearn/static/jquery.js"", ""doc/themes/nilearn/static/sidebar.js"", ""doc/themes/nilearn/static/jquery.jcarousel.min.js"", ""doc/index.rst"", ""doc/themes/nilearn/static/nature.css_t""]']",False,[],[],[],[],2013-09-10
891,commit_messages,,nilearn,nilearn,AlexandreAbraham,2013-09-15 19:40:40,Little fixes,25190e33dfa5cb715f10b5bdb92b0838de45bec6,,"api.github.com,git_clone","[u'[""plot_kamitani_reconstruction.py""]']",False,[],[],[],[],2013-09-15
1050,commit_messages,,nilearn,nilearn,pgervais,2013-09-11 08:32:37,"[DOC] fixed paragraph on data extraction

plot_adhd_covariance.py example had changed a lot, the rst file was
referencing lines that didn't exist anymore.",2b2a15c8e2b156b35fa66130876a5a77e87d4489,,"api.github.com,git_clone","[u'[""doc/extracting_data.rst""]']",False,[],[],[],[],2013-09-11
1250,commit_messages,,nilearn,nilearn,pgervais,2013-09-11 13:06:11,"Merge branch 'master' into honorio_samaras

Conflicts:
	doc/index.rst",33f19ea7355c58237cd07fa2ef4b48d09bca4850,,"api.github.com,git_clone","[u'[""doc/themes/scikit-learn/theme.conf"", ""doc/includes/big_toc_css.rst"", ""doc/AUTHORS.rst"", ""doc/themes/nilearn/static/nature.css_t"", ""doc/extracting_data.rst"", ""doc/themes/nilearn/static/contents.png"", ""doc/themes/nilearn/static/navigation.png"", ""doc/themes/nilearn/layout.html"", ""doc/logos/nilearn-logo.png"", ""doc/themes/scikit-learn/static/nature.css_t"", ""doc/themes/nilearn/theme.conf"", ""doc/themes/scikit-learn/layout.html"", ""doc/themes/nilearn/static/sphinxdoc.css"", ""doc/user_guide.rst"", ""doc/index.rst"", ""doc/themes/nilearn/static/jquery.js"", ""doc/themes/nilearn/static/jquery.jcarousel.min.js"", ""doc/getting_started.rst"", ""doc/sphinxext/gen_rst.py"", ""doc/tune_toc.rst"", ""doc/introduction.rst"", ""doc/themes/scikit-learn/static/sidebar.js"", ""doc/conf.py"", ""doc/themes/scikit-learn/static/jquery.js"", ""doc/logos/nilearn.png""]']",False,[],[],[],[],2013-09-11
1291,commit_messages,,nilearn,nilearn,pgervais,2013-09-10 12:50:51,Example comparing sparse precision estimation,35c8a5d57ac877e47041d9e2e64c779bfae0de11,,"api.github.com,git_clone","[u'[""plot_nifti_advanced.py"", ""plot_connect_comparison.py""]']",False,[],[],[],[],2013-09-10
1452,commit_messages,,nilearn,nilearn,agramfort,2013-09-19 20:48:52,cosmit,3cd1eda193e1917d278d2ac97a1c9ff58b47ccd3,,"api.github.com,git_clone","[u'[""plot_miyawaki_reconstruction.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2013-09-19
1465,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-09-12 12:51:28,Add `doctools.js` to the static folder to allow carousel scrolling,3d9a255b4a3b64947eb959f62455d96072b5d690,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/doctools.js""]']",False,[],[],[],[],2013-09-12
